.905113,6.233928
35.005127,6.575768
35.105145,5.570130
35.205154,6.612506
35.305172,6.254018
35.405190,6.007199
35.505199,6.435390
35.605217,5.562759
35.705231,5.383316
35.805248,5.335649
35.905258,5.904144
36.005276,5.049794
36.105289,6.316924
36.205303,6.090104
36.305321,6.882638
36.405331,5.026736
36.505348,5.288347
36.605358,6.875739
36.705376,6.027789
36.805393,6.399977
36.905407,6.618883
37.005424,5.138559
37.105434,6.635754
37.205452,5.419701
37.305466,6.084233
37.405479,5.075819
37.505497,5.355133
37.605511,6.028801
37.705524,6.320497
37.805538,5.562596
37.905552,6.122265
38.005569,6.198761
38.105583,6.604360
38.205597,6.735365
38.305611,5.591605
38.405624,5.431531
38.505638,5.354898
38.605656,6.615066
38.705669,5.323515
38.805683,6.406311
38.905697,5.778638
39.005711,5.986969
39.105728,5.519223
39.205742,6.733663
39.305756,5.103146
39.405769,6.801437
39.505783,6.321163
39.605801,6.966978
39.705811,5.475052
39.805828,6.913077
39.905846,6.207811
40.005856,5.085223
40.105873,5.647713
40.205887,6.030065
40.305901,5.798679
40.405914,5.794433
40.505928,6.298844
40.605946,5.999415
40.705959,6.312126
40.805977,5.337740
40.905987,5.559000
41.006001,6.221301
41.106014,6.239609
41.206032,6.666724
41.306049,5.073024
41.406059,6.922441
41.506077,6.756541
41.606087,5.751390
41.706104,6.953681
41.806122,6.867217
41.906132,6.361269
42.006149,5.867895
42.106163,5.144110
42.206177,6.321123
42.306190,6.335975
42.406208,5.672711
42.506222,5.302893
42.606236,5.037241
42.706253,5.100107
42.806263,6.021708
42.906281,5.077256
43.006294,6.165971
43.106308,5.708112
43.206326,6.831289
43.306335,6.607128
43.406353,5.816846
43.506367,6.786119
43.606380,6.582573
43.706394,6.809118
43.806408,5.402804
43.906425,6.268863
44.006439,6.062959
44.106457,6.551178
44.206467,6.519748
44.306484,6.256985
44.406502,6.671345
44.506512,5.231242
44.606529,5.966182
44.706543,6.495533
44.806557,5.757017
44.906567,5.515566
45.006584,5.904747
45.106602,5.939416
45.206612,5.958519
45.306629,5.967832
45.406643,5.425674
45.506657,6.607661
45.606670,5.656113
45.706688,6.148624
45.806705,5.222774
45.906715,6.297779
46.006733,5.438133
46.106743,6.382929
46.206760,6.178581
46.306774,5.460139
46.406788,5.638691
46.506805,6.719414
46.606819,5.061571
46.706833,5.448317
46.806847,5.948338
46.906864,6.242221
47.006882,5.488613
47.106892,6.040385
47.206909,6.619702
47.306919,5.563954
47.406937,6.354151
47.506950,6.527102
47.606964,6.024338
47.706982,5.584602
47.806995,6.753390
47.907009,6.788420
48.007023,5.243873
48.107040,5.194275
48.207050,6.334455
48.307068,5.819732
48.407082,6.748856
48.507095,6.769486
48.607113,6.023106
48.707123,5.035064
48.807140,5.525947
48.907158,6.289327
49.007168,5.661704
49.107185,5.260132
49.207199,5.801506
49.307217,6.755872
49.407230,5.930789
49.507244,5.277617
49.607262,6.991210
49.707272,6.632263
49.807289,5.823684
49.907303,6.981847
50.007317,6.170750
50.107330,5.631711
50.207344,6.045402
50.307362,5.619812
50.407375,5.920459
50.507393,6.417482
50.607403,5.313631
50.707420,6.640821
50.807430,6.099165
50.907448,6.172914
51.007465,5.895563
51.107475,5.483136
51.207493,5.182680
51.307507,6.991533
51.407520,5.803472
51.507538,5.329729
51.607552,6.440724
51.707565,6.365942
51.807579,5.853448
51.907597,6.231312
52.007607,5.153573
52.107624,6.171647
52.207642,5.445882
52.307652,5.236854
52.407669,6.598008
52.507683,6.579577
52.607697,6.868985
52.707710,6.249638
52.807728,6.494141
52.907742,6.287779
53.007755,5.544801
53.107769,6.431910
53.207783,6.370573
53.307800,5.167900
53.407810,5.878739
53.507828,5.363469
53.607841,6.732614
53.707855,6.765407
53.807873,6.519749
53.907883,5.886928
54.007900,5.775265
54.107918,6.958388
54.207928,6.965877
54.307945,6.247409
54.407959,6.479670
54.507977,6.355302
54.607986,5.287292
54.708004,5.035667
54.808018,5.874506
54.908031,5.976544
55.008049,6.797787
55.108063,6.992280
55.208076,5.417225
55.308090,5.109822
55.408104,6.567255
55.508121,5.623416
55.608135,5.523501
55.708153,6.889341
55.808163,6.880700
55.908180,6.363756
56.008198,6.208848
56.108208,6.066028
56.208225,5.793663
56.308239,6.332304
56.408253,6.037965
56.508266,6.316813
56.608284,5.881998
56.708298,5.824331
56.808311,6.715335
56.908329,5.500788
57.008339,5.987694
57.108356,5.402536
57.208366,6.756142
57.308384,6.899241
57.408401,6.775641
57.508411,6.073195
57.608429,6.835293
57.708439,5.699876
57.808456,5.152096
57.908470,5.047603
58.008484,5.025304
58.108501,6.521815
58.208511,5.105796
58.308529,6.752403
58.408543,6.031986
58.508560,5.448441
58.608570,6.983235
58.708588,6.282182
58.808605,5.711120
58.908615,5.201615
59.008633,6.813528
59.108646,6.667639
59.208664,5.576780
59.308678,5.746804
59.408691,6.156167
59.508705,6.244276
59.608719,5.747665
59.708736,6.690777
59.808746,6.928390
59.908760,5.939830
60.008778,6.164606
60.108791,5.189780
60.208805,5.172529
60.308819,6.032207
60.408833,5.455746
60.508846,6.684514
60.608864,5.796535
60.708878,5.906100
60.808891,6.959769
60.908905,5.327076
61.008919,5.876472
61.108936,6.200118
61.208954,5.083658
61.308968,5.402897
61.408981,5.102128
61.508995,6.133126
61.609009,5.813774
61.709023,6.093139
61.809040,5.586050
61.909058,6.380535
62.009068,5.468601
62.109085,5.858213
62.209095,5.525481
62.309113,5.680201
62.409126,6.931586
62.509144,6.579382
62.609158,6.130168
62.709171,5.795305
62.809185,6.241485
62.909199,5.737252
63.009216,5.527421
63.109226,5.557374
63.209244,6.975760
63.309258,5.056211
63.409271,6.313148
63.509289,6.628608
63.609303,5.815538
63.709316,5.664524
63.809326,6.971619
63.909344,6.124338
64.009361,5.259340
64.109375,6.723833
64.209389,5.641848
64.309402,6.942186
64.409416,5.259565
64.509430,5.482635
64.609451,5.258239
64.709457,5.518493
64.809479,6.189452
64.909485,5.055439
65.009506,6.725836
65.109520,6.648845
65.209534,5.034237
65.309547,6.511558
65.409561,5.340660
65.509583,5.665449
65.609589,6.203408
65.709610,5.996106
65.809624,5.958991
65.909637,5.158694
66.009651,5.350854
66.109665,5.496121
66.209679,5.450716
66.309692,6.058309
66.409714,6.313365
66.509727,5.161331
66.609741,5.635802
66.709755,5.742489
66.809769,6.082603
66.909782,6.569905
67.009804,5.794863
67.109818,6.244181
67.209831,5.462567
67.309837,6.207585
67.409859,5.825177
67.509872,6.859485
67.609886,6.491549
67.709908,6.922837
67.809921,5.527919
67.909935,5.119790
68.009941,6.495629
68.109962,5.529053
68.209976,6.136424
68.309990,5.925886
68.410011,6.278300
68.510017,5.185733
68.610031,5.170815
68.710045,5.784650
68.810066,5.524932
68.910080,6.251774
69.010094,6.911791
69.110115,6.754702
69.210121,6.025151
69.310135,6.359241
69.410149,6.293826
69.510170,6.118355
69.610176,6.958768
69.710190,5.044065
69.810211,6.428262
69.910225,5.364501
70.010239,6.747152
70.110252,6.170848
70.210266,6.675640
70.310280,5.381141
70.410294,6.511455
70.510315,6.386975
70.610329,5.751636
70.710335,5.342313
70.810349,6.785466
70.910370,5.965788
71.010384,6.356555
71.110397,5.018455
71.210419,6.839192
71.310425,6.386019
71.410439,5.812022
71.510452,6.324226
71.610474,6.194755
71.710487,6.656755
71.810501,5.450122
71.910515,6.044755
72.010529,6.054219
72.110542,5.516860
72.210564,6.593143
72.310577,5.293804
72.410591,6.024471
72.510597,6.949669
72.610619,6.202424
72.710632,6.419941
72.810646,6.286051
72.910667,6.208233
73.010674,6.444931
73.110687,6.596289
73.210701,6.505707
73.310722,6.086688
73.410736,6.241345
73.510750,6.648515
73.610764,6.397677
73.710777,5.901438
73.810791,5.889304
73.910805,5.002101
74.010826,6.950735
74.110832,5.681741
74.210846,6.785820
74.310867,6.203825
74.410881,5.023079
74.510895,5.852193
74.610909,6.582194
74.710930,6.312903
74.810936,5.446053
74.910950,6.703994
75.010971,5.417180
75.110985,6.363354
75.210991,6.434830
75.311005,6.698710
75.411026,5.438430
75.511040,6.122481
75.611053,6.628528
75.711075,5.921546
75.811081,5.752928
75.911095,5.409163
76.011108,5.297677
76.111130,5.464265
76.211143,6.052408
76.311150,5.843106
76.411171,6.284251
76.511185,5.514628
76.611198,5.368032
76.711220,6.827227
76.811234,5.479646
76.911247,6.399384
77.011261,5.992035
77.111275,6.029364
77.211288,5.044611
77.311302,6.137652
77.411324,5.587251
77.511337,5.649646
77.611343,6.271274
77.711357,6.492658
77.811378,5.831756
77.911392,5.479568
78.011406,5.141749
78.111427,6.093344
78.211433,5.165002
78.311447,6.972798
78.411461,6.919192
78.511482,5.510957
78.611496,6.625853
78.711510,6.171816
78.811523,6.006274
78.911537,5.665228
79.011551,5.239380
79.111565,5.967463
79.211586,6.131512
79.311600,5.254036
79.411606,6.974243
79.511627,6.335060
79.611641,6.023565
79.711655,6.704952
79.811668,6.365672
79.911682,6.293276
80.011696,6.171618
80.111710,5.710734
80.211731,5.520912
80.311745,5.775775
80.411758,6.878123
80.511780,5.376070
80.611786,5.369872
80.711800,6.000585
80.811813,6.217463
80.911835,6.508734
81.011848,6.011439
81.111862,6.699120
81.211868,6.449685
81.311890,6.961282
81.411903,6.266438
81.511917,5.788453
81.611938,5.286679
81.711952,5.057462
81.811958,5.210060
81.911980,5.648991
82.011993,6.683856
82.112007,5.585854
82.212021,6.380088
82.312042,6.145448
82.412048,6.931411
82.512062,5.708560
82.612083,6.442835
82.712097,5.498912
82.812111,5.096984
82.912125,6.568680
83.012146,5.881362
83.112152,5.341441
83.212166,6.751515
83.312187,5.665689
83.412201,5.998940
83.512215,5.432891
83.612221,6.480247
83.712242,6.026639
83.812256,5.118728
83.912270,5.467368
84.012291,6.852285
84.112305,6.719371
84.212318,5.284382
84.312340,6.900688
84.412346,6.556417
84.512360,6.577572
84.612373,5.669233
84.712395,5.268396
84.812408,6.293278
84.912415,5.443224
85.012428,5.356673
85.112450,5.951642
85.212463,5.841456
85.312477,5.807121
85.412498,5.719275
85.512512,5.883641
85.612518,6.954026
85.712540,5.309355
85.812553,6.015648
85.912567,5.917234
86.012573,6.898727
86.112595,5.862223
86.212608,5.720516
86.312622,5.696200
86.412643,5.389613
86.512657,6.007714
86.612671,6.777812
86.712677,6.769897
86.812698,6.459854
86.912712,5.306301
87.012726,5.632946
87.112747,6.056475
87.212753,5.854534
87.312767,6.470776
87.412781,6.852726
87.512802,6.589680
87.612816,6.911555
87.712830,5.272964
87.812843,5.941612
87.912857,5.694219
88.012871,5.495250
88.112885,5.670755
88.212906,5.131129
88.312912,6.124867
88.412926,5.962543
88.512947,6.835639
88.612961,6.760686
88.712975,5.922257
88.812988,6.264946
88.913002,6.645392
89.013016,6.262126
89.113029,6.326544
89.213051,5.308967
89.313065,6.952173
89.413071,6.922808
89.513084,6.153218
89.613106,6.355687
89.713120,6.344779
89.813133,5.019832
89.913155,6.482597
90.013168,5.747962
90.113182,6.597853
90.213196,6.843624
90.313210,6.287691
90.413223,5.962194
90.513237,5.089246
90.613258,6.207821
90.713272,6.746436
90.813278,5.608645
90.913300,6.626831
91.013313,6.836013
91.113327,5.704929
91.213341,6.894607
91.313362,5.326541
91.413368,6.369558
91.513382,6.520520
91.613403,5.652048
91.713417,6.904827
91.813431,5.131832
91.913445,6.879493
92.013458,5.357761
92.113472,6.878636
92.213486,5.976933
92.313507,5.320892
92.413521,5.409739
92.513535,6.221973
92.613548,5.066347
92.713570,6.947071
92.813576,5.717715
92.913589,6.079020
93.013611,5.522263
93.113625,5.795691
93.213631,5.245753
93.313644,6.730136
93.413666,6.003591
93.513680,6.080138
93.613693,6.769612
93.713715,6.363256
93.813721,5.746757
93.913734,5.687892
94.013756,5.173195
94.113770,6.818257
94.213783,6.525314
94.313797,6.318302
